Serial No,Indian Standard Number,Unit,Large Scale Enterprise Rate,MSME Rate,Slab 1 Unit Rate,Slab 1 Quantity,Slab 2 Unit Rate,Slab 2 Quantity,Slab 3 Unit Rate,Effective Date,Source Row
1802,,IS 2095 (Part 2) : 2022 1 Sqm,223000.0,179000.0,0.6,All,0.0,,0.0,20251211,"1802 IS 2095 (Part 2) : 2022 1 Sqm ₹ 2,23,000.00 ₹ 1,79,000.00 ₹ 0.60 All ₹ 0.00 0 ₹ 0.00 20260521 Note: The principal notification was published in the Gazette of India, Extraordinary, Part III, Sec4, vide CMD-2/G-18 dated 05th August 2021 and subsequently amended vide CMD-2/G-18, dated 21st September, 2021, CMD-2/G-18 dated 13th October, 2021, CMD-2/G-18 dated 17th December, 2021, CMD-2/G-18 dated 22nd February, 2022, CMD-2/G-18 dated 03rd March, 2022, CMD-2/G-18 dated 29th March, 2022, CMD-2/G-18 dated 28th April, 2022, CMD-2/G-18 dated 24th June, 2022, CMD-2/G-18 dated 01st September, 2022, CMD-2/G-18 dated 19th December, 2022, CMD-2/G-18 dated 03rd February, 2023, CMD-2/G-18 dated 12th June, 2023, CMD-2/G-18 dated 21st June, 2023, CMD-2/G-18 dated 23rd August, 2023, CMD-2/G-18 dated 04th December, 2023, CMD-2/G-18 dated 13th February, 2024, CMD-2/G-18 dated 7th March, 2024, CMD-2/G-18 dated 19th July, 2024, CMD-2/G-18 dated 07th October, 2024, CMD-2/G-18 dated 30th December, 2024, CMD-2/G-18 dated 13th June, 2025 and CMD-2/G-18 dated 02nd January, 2026. H. J. S. PASRICHA, Scientist G & Dy. Director General (Certification) [ADVT.-III/4/Exty./168/2026-27] Uploaded by Dte. of Printing at Government of India Press, Ring Road, Mayapuri, New Delhi-110064 and Published by the Controller of Publications, Delhi-110054. 144 GI/2026 (1) रजिस्ट्री सं. डी.एल.- 33004/99 REGD. No. D. L.-33004/99 xxxGIDHxxx xxxGIDExxx असाधारण EXTRAORDINARY भाग III—खण् ड 4 PART III—Section 4 प्राजधकार से प्रकाजित PUBLISHED BY AUTHORITY भारतीय मानक ब् यूरो (उपभोक् ता मामले जिभाग) अजधसूचना नई दिल्ली, 2 िनिरी, 2026 सीएमडी-2/िी-18. —भारतीय मानक ब्यूरो (अनुरूपता मूल्यांकन) जिजनयम, 2018 की अनुसूची-II की स्ट् कीम-I के पैराग्राफ-5 के उप-पैराग्राफ 2 और ब्यूरो संख्या सीएमडी-2/ G-18 दिनांक 05 अगस्ट्त, 2021 की अजधसूचना भारत के रािपत्र, असाधारण, भाग III, खंड 4 में प्रकाजित, के अनुसरण में, ब्यूरो एतद्द्वारा उक्त अजधसूचना में जनम्नजलजखत संिोधन करता है, अर्ात्:- क) ब्यूरो संख्या सीएमडी -2 / िी -18 दिनांक 05 अगस्ट्त 2021 की अजधसूचना की ""अनुसूची"" में – ख) क्रमांक 899 और उससे संबंजधत प्रजिजियों के स्ट्र्ान पर, जनम्नजलजखत क्रमांक और प्रजिजियों को प्रजतस्ट्र्ाजपत दकया िाएगा, अर्ात्:- 899 आईएस 14756: 2024 1 टन ₹ 95,000.00 ₹ 76,000.00 ₹ 38.4 सभी ₹ 0.00 0 ₹ 0.00 अजधसूचना के एक माह से सं. 17] नई दिल्ली, बुधिार, िनिरी 7, 2026/पौष 17, 1947 No. 17] NEW DELHI, WEDNESDAY, JANUARY 7, 2026/PAUSHA 17, 1947 सी.जी.-डी.एल.-अ.-08012026-269200 CG-DL-E-08012026-269200 2 THE GAZETTE OF INDIA : EXTRAORDINARY [PART III—SEC.4] i) क्रमांक 1709 के बाि, उससे संबंजधत प्रजिजियां, जनम्नजलजखत क्रमांक और प्रजिजियां अंत:स्ट्र्ाजपत की िाएंगी, अर्ात्:- क्रमांक. भारतीय मानक संख्या इकाई बडे स्ट् तर के उद्यम माइक्रो छोटे मझौले उद्यम यूजनट िर स्ट्लैब-1 स्ट्लैब-1 मात्रा पर मान्य यूजनट िर स्ट्लैब-2 यूजनट -2 मात्रा पर लागू िेष मात्रा के जलए स्ट्लैब -3 यूजनट िरें प्रभािी जतजर् 1710 आईएस 1628 : 1986 1 लीटर ₹ 1,64,000.00 ₹ 1,32,000.00 ₹ 0.16 सभी ₹ 0.00 0 ₹ 0.00 20250710 1711 आईएस 1115 : 1986 1 लीटर ₹ 1,64,000.00 ₹ 1,32,000.00 ₹ 0.20 सभी ₹ 0.00 0 ₹ 0.00 20250710 1712 आईएस 15356:2025 1 मीट्ररक टन ₹ 51,000.00 ₹ 41,000.00 ₹ 7.10 सभी ₹ 0.00 0 ₹ 0.00 20250710 1713 आईएस 230 : 2025 1 मीट्ररक टन ₹ 51,000.00 ₹ 41,000.00 ₹ 9.00 सभी ₹ 0.00 0 ₹ 0.00 20250710 1714 आईएस 8540 : 1986 1 लीटर ₹ 92,000.00 ₹ 74,000.00 ₹ 0.15 सभी ₹ 0.00 0 ₹ 0.00 20250710 1715 आईएस 17753:2021 1 मीट्ररक टन ₹ 2,88,000.00 ₹ 2,31,000.00 ₹ 13.15 सभी ₹ 0.00 0 ₹ 0.00 20250710 1716 आईएस 333 : 2023 1 मीट्ररक टन ₹ 69,000.00 ₹ 56,000.00 ₹ 17.20 सभी ₹ 0.00 0 ₹ 0.00 20250710 1717 आईएस 4717 : 2020 100 िगा मीटर ₹ 72,000.00 ₹ 58,000.00 ₹ 0.85 सभी ₹ 0.00 0 ₹ 0.00 20250710 1718 आईएस 4739 : 2023 100 िगा मीटर ₹ 75,000.00 ₹ 60,000.00 ₹ 12.40 सभी ₹ 0.00 0 ₹ 0.00 20250710 1719 आईएस 18930:2024 1 सेट ₹ 2,47,000.00 ₹ 1,98,000.00 ₹ 0.15 सभी ₹ 0.00 0 ₹ 0.00 20250710 1720 आईएस 16542:2016 1 पीस ₹ 57,000.00 ₹ 46,000.00 ₹ 7.15 सभी ₹ 0.00 0 ₹ 0.00 20250710 1721 आईएस 4021 : 1995 1 पीस ₹ 1,02,000.00 ₹ 82,000.00 ₹ 3.40 सभी ₹ 0.00 0 ₹ 0.00 20250710 1722 आईएस 15388:2003 1 मीट्ररक टन ₹ 1,04,000.00 ₹ 84,000.00 ₹ 3.00 सभी ₹ 0.00 0 ₹ 0.00 20250710 1723 आईएस 17725:2022 1 मीट्ररक टन ₹ 56,000.00 ₹ 45,000.00 ₹ 7.50 सभी ₹ 0.00 0 ₹ 0.00 20250710 1724 आईएस 17786:2020 100 पीस ₹ 74,000.00 ₹ 60,000.00 ₹ 1.25 सभी ₹ 0.00 0 ₹ 0.00 20250710 1725 आईएस 1961 : 1968 1000 पीस ₹ 1,17,000.00 ₹ 94,000.00 ₹ 6.40 सभी ₹ 0.00 0 ₹ 0.00 20250710 1726 आईएस 2083 : 2024 100 पीस ₹ 2,87,000.00 ₹ 2,30,000.00 ₹ 12.95 सभी ₹ 0.00 0 ₹ 0.00 20250710 1727 आईएस 3039 : 2024 1 मीट्ररक टन₹ 1,13,000.00 ₹ 91,000.00 ₹ 4.00 सभी ₹ 0.00 0 ₹ 0.00 20250728 1728 आईएस 17399: 2020 1 मीट्ररक टन₹ 1,32,000.00 ₹ 1,06,000.00 ₹ 55.00 सभी ₹ 0.00 0 ₹ 0.00 20250728 1729 आईएस 13450 (भाग 2/ खंड 24) : 2019 / आईईसी 60601-2-24 : 2012 1 पीस ₹ 3,31,000.00 ₹ 2,65,000.00 ₹ 24.00 सभी ₹ 0.00 0 ₹ 0.00 20250728 1730 आईएस 18166: 2025 1 टन ₹ 1,62,000.00 ₹ 1,30,000.00 ₹ 200.00 सभी ₹ 0.00 0 ₹ 0.00 20250728 1731 आईएस 8702 : 2015 1 मीट्ररक टन ₹ 96,000.00 ₹ 77,000.00 ₹ 43.75 सभी ₹ 0.00 0 ₹ 0.00 20250826 1732 आईएस 26 : 2024 1 मीट्ररक टन ₹ 79,000.00 ₹ 64,000.00 ₹ 19.75 सभी ₹ 0.00 0 ₹ 0.00 20250826 1733 आईएस 1388 (भाग 1) : 2019 1 पीस ₹ 96,000.00 ₹ 77,000.00 ₹ 0.50 सभी ₹ 0.00 0 ₹ 0.00 20250826 1734 आईएस 6106 : 1971 1 पीस ₹ 51,000.00 ₹ 41,000.00 ₹ 103.7 सभी ₹ 0.00 0 ₹ 0.00 20250826 1735 आईएस 15340: 2019 100 िगा मीटर ₹ 62,000.00 ₹ 50,000.00 ₹ 0.50 सभी ₹ 0.00 0 ₹ 0.00 20250929 1736 आईएस 9685 : 2002 1 टन ₹ 71,000.00 ₹ 57,000.00 ₹ 184.90 सभी ₹ 0.00 0 ₹ 0.00 20250929 1737 आईएस 249 : 2022 1 मीट्ररक टन ₹ 54,000.00 ₹ 44,000.00 ₹ 11.85 सभी ₹ 0.00 0 ₹ 0.00 20250929 1738 आईएस 330 : 2023 1 मीट्ररक टन ₹ 99,000.00 ₹ 80,000.00 ₹ 23.95 सभी ₹ 0.00 0 ₹ 0.00 20250929 1739 आईएस 1540 (भाग 2) 1 मीट्ररक टन ₹ 68,000.00 ₹ 55,000.00 ₹ 7.60 सभी ₹ 0.00 0 ₹ 0.00 20250929 [भाग III—खण् ड 4] भारत का रािपत्र : असाधारण 3 : 1990 1740 आईएस 2782 : 2023 1 मीट्ररक टन ₹ 98,000.00 ₹ 79,000.00 ₹ 136.15 सभी ₹ 0.00 0 ₹ 0.00 20250929 1741 आईएस 18256: 2023 1 मीट्ररक टन₹ 2,46,000.00 ₹ 1,97,000.00 ₹ 9.50 सभी ₹ 0.00 0 ₹ 0.00 20250929 1742 आईएस 2191 (भाग 1) : 2022 1 िगा मीटर ₹ 1,97,000.00 ₹ 1,58,000.00 ₹ 2.00 सभी ₹ 0.00 0 ₹ 0.00 20250929 1743 आईएस 19315: 2025 1 पीस ₹ 1,18,000.00 ₹ 95,000.00 ₹ 0.70 सभी ₹ 0.00 0 ₹ 0.00 20250929 1744 आईएस 8143 : 2023 1 पीस ₹ 1,83,000.00 ₹ 1,47,000.00 ₹ 3.05 सभी ₹ 0.00 0 ₹ 0.00 20250929 1745 आईएस 14569: 1999 100 पीस ₹ 61,000.00 ₹ 49,000.00 ₹ 0.30 सभी ₹ 0.00 0 ₹ 0.00 20250929 1746 आईएस 13730 (भाग 34) : 2000 1 मीट्ररक टन ₹ 76,000.00 ₹ 61,000.00 ₹ 80.00 सभी ₹ 0.00 0 ₹ 0.00 20250929 1747 आईएस 14810: 2000 1 मीट्ररक टन ₹ 1,12,000.00 ₹ 90,000.00 ₹ 85.00 सभी ₹ 0.00 0 ₹ 0.00 20251027 1748 आईएस 9051 : 2023 1 पीस ₹ 1,59,000.00 ₹ 1,28,000.00 ₹ 0.60 सभी ₹ 0.00 0 ₹ 0.00 20251027 1749 आईएस 2442 : 2023 1 पीस ₹ 1,71,000.00 ₹ 1,37,000.00 ₹ 0.40 सभी ₹ 0.00 0 ₹ 0.00 20251027 1750 आईएस 64 : 2023 1 मीट्ररक टन ₹ 65,000.00 ₹ 52,000.00 ₹ 3.30 सभी ₹ 0.00 0 ₹ 0.00 20251027 1751 आईएस 18735 (भाग 1) : 2023 1 पीस ₹ 3,47,000.00 ₹ 2,78,000.00 ₹ 14.00 सभी ₹ 0.00 0 ₹ 0.00 20251027 1752 आईएस 18471: 2025 1 मीट्ररक टन₹ 1,38,000.00 ₹ 1,11,000.00 ₹ 26.00 सभी ₹ 0.00 0 ₹ 0.00 20251113 1753 आईएस 16301: 2017 100 पीस ₹ 95,000.00 ₹ 76,000.00 ₹ 6.35 सभी ₹ 0.00 0 ₹ 0.00 20251113 1754 आईएस 17636: 2021 1 पीस ₹ 1,61,000.00 ₹ 1,29,000.00 ₹ 4.45 सभी ₹ 0.00 0 ₹ 0.00 20251113 1755 आईएस 13450 (भाग 2/ खंड 50) : 2022 / आईईसी 60601-2-50 : 2020 1 पीस ₹ 3,35,000.00 ₹ 2,68,000.00 ₹ 36.00 सभी ₹ 0.00 0 ₹ 0.00 20251113 1756 आईएस 1573 : 1986 1 मीट्ररक टन₹ 1,19,000.00 ₹ 96,000.00 ₹ 6.45 सभी ₹ 0.00 0 ₹ 0.00 20251211 1757 आईएस 14738: 2017 1 मीट्ररक टन₹ 1,59,000.00 ₹ 1,28,000.00 ₹ 88.35 सभी ₹ 0.00 0 ₹ 0.00 20251211 1758 आईएस 16718: 2021 1 मीट्ररक टन₹ 1,23,000.00 ₹ 99,000.00 ₹ 109.85 सभी ₹ 0.00 0 ₹ 0.00 20251211 1759 आईएस 4665-2-1: 2023/ आईईसी 60745-2-1: 2006 1 पीस ₹ 2,22,000.00 ₹ 1,78,000.00 ₹ 3.00 सभी ₹ 0.00 0 ₹ 0.00 20251211 एच िे एस पसरीचा,िैज्ञाजनक - िी और उप महाजनिेिक (प्रमाणन) [जिज्ञापन-III/4/असा./589/2025-26] नोट: मुख्य अजधसूचना भारत के रािपत्र, असाधारण, भाग III, खंड 4 में सीएमडी-2/िी-18 दिनांक 05 अगस्ट्त 2021 द्वारा प्रकाजित की गई और तत्तपश्चात सी एम डी -2/िी -18 दिनांक 21 जसतंबर 2021, सी एम डी -2/िी -18 दिनांक 13 अक्टूबर 2021, सी एम डी -2/िी -18 दिनांक 17 दिसंबर 2021, सी एम डी -2/िी -18 दिनांक 22 फरिरी 2022, सी एम डी -2/िी -18 दिनांक 03 माचा 2022, सी एम डी -2/िी -18 दिनांक 29 माचा 2022, सी एम डी -2/िी -18 दिनांक 28 अप्रैल 2022, सी एम डी -2/िी -18 दिनांक 24 िून 2022, सी एम डी -2/िी -18 दिनांक 01 जसतंबर 2022, सी एम डी -2/िी -18 दिनांक 19 दिसंबर 2022, सी एम डी -2/िी -18 दिनांक 03 फरिरी 2023, सी एम डी -2/िी -18 दिनांक 12 िून 2023, सी एम डी -2/िी -18 दिनांक 21 िून 2023, सी एम डी -2/िी -18 दिनांक 23 अगस्ट्त 2023, सी एम डी -2/िी -18 दिनांक 04 दिसंबर 2023, सी एम डी -2/िी -18 दिनांक 13 फरिरी 2024, सी एम डी -2/िी -18 दिनांक 07 माचा 2024, सी एम डी -2/िी -18 दिनांक 19 िुलाई 2024, सी एम डी -2/िी -18 दिनांक 07 अक्टूबर 2024, सी एम डी -2/िी -18 दिनांक 30 दिसंबर 2024 और सी एम डी -2/िी -18 दिनांक 13 िून 2025 की अजधसूचनाओं द्वारा संिोजधत की गई है। 4 THE GAZETTE OF INDIA : EXTRAORDINARY [PART III—SEC.4] BUREAU OF INDIAN STANDARDS (Department of Consumer Affairs) NOTIFICATION New Delhi, the 2nd January, 2026 CMD-2/G-18. - In pursuance of sub-paragraph 2 of paragraph-5 of Scheme-I of Schedule-II of Bureau of Indian Standards (Conformity Assessment) Regulations, 2018 and the notification of the Bureau number CMD-2/G- 18 dated 05th August, 2021, the Bureau hereby makes the following amendments in the said notification, namely:- a) In the “SCHEDULE” of the notification of the Bureau number CMD-2/G-18 dated 05th August 2021 – i) for serial number 899 and the entries relating thereto, the following serial number and entries shall be substituted namely:-"
1710,,IS 1628 : 1986 1 Litre,164000.0,132000.0,0.16,All,0.0,,0.0,20250710,"1710 IS 1628 : 1986 1 Litre ₹ 1,64,000.00 ₹ 1,32,000.00 ₹ 0.16 All ₹ 0.00 0 ₹ 0.00 20250710"
1711,,IS 1115 : 1986 1 Litre,164000.0,132000.0,0.2,All,0.0,,0.0,20250710,"1711 IS 1115 : 1986 1 Litre ₹ 1,64,000.00 ₹ 1,32,000.00 ₹ 0.20 All ₹ 0.00 0 ₹ 0.00 20250710"
1712,,IS 15356:2025 1 MT,51000.0,41000.0,7.1,All,0.0,,0.0,20250710,"1712 IS 15356:2025 1 MT ₹ 51,000.00 ₹ 41,000.00 ₹ 7.10 All ₹ 0.00 0 ₹ 0.00 20250710"
1713,,IS 230 : 2025 1 MT,51000.0,41000.0,9.0,All,0.0,,0.0,20250710,"1713 IS 230 : 2025 1 MT ₹ 51,000.00 ₹ 41,000.00 ₹ 9.00 All ₹ 0.00 0 ₹ 0.00 20250710"
1714,,IS 8540 : 1986 1 Litre,92000.0,74000.0,0.15,All,0.0,,0.0,20250710,"1714 IS 8540 : 1986 1 Litre ₹ 92,000.00 ₹ 74,000.00 ₹ 0.15 All ₹ 0.00 0 ₹ 0.00 20250710"
1715,,IS 17753:2021 1 MT,288000.0,231000.0,13.15,All,0.0,,0.0,20250710,"1715 IS 17753:2021 1 MT ₹ 2,88,000.00 ₹ 2,31,000.00 ₹ 13.15 All ₹ 0.00 0 ₹ 0.00 20250710"
1716,,IS 333 : 2023 1 MT,69000.0,56000.0,17.2,All,0.0,,0.0,20250710,"1716 IS 333 : 2023 1 MT ₹ 69,000.00 ₹ 56,000.00 ₹ 17.20 All ₹ 0.00 0 ₹ 0.00 20250710"
1717,,IS 4717 : 2020 100 Sqm,72000.0,58000.0,0.85,All,0.0,,0.0,20250710,"1717 IS 4717 : 2020 100 Sqm ₹ 72,000.00 ₹ 58,000.00 ₹ 0.85 All ₹ 0.00 0 ₹ 0.00 20250710"
1718,,IS 4739 : 2023 100 Sqm,75000.0,60000.0,12.4,All,0.0,,0.0,20250710,"1718 IS 4739 : 2023 100 Sqm ₹ 75,000.00 ₹ 60,000.00 ₹ 12.40 All ₹ 0.00 0 ₹ 0.00 20250710"
1719,,IS 18930:2024 1 Set,247000.0,198000.0,0.15,All,0.0,,0.0,20250710,"1719 IS 18930:2024 1 Set ₹ 2,47,000.00 ₹ 1,98,000.00 ₹ 0.15 All ₹ 0.00 0 ₹ 0.00 20250710"
1720,,IS 16542:2016 1 Piece,57000.0,46000.0,7.15,All,0.0,,0.0,20250710,"1720 IS 16542:2016 1 Piece ₹ 57,000.00 ₹ 46,000.00 ₹ 7.15 All ₹ 0.00 0 ₹ 0.00 20250710"
1721,,IS 4021 : 1995 1 Piece,102000.0,82000.0,3.4,All,0.0,,0.0,20250710,"1721 IS 4021 : 1995 1 Piece ₹ 1,02,000.00 ₹ 82,000.00 ₹ 3.40 All ₹ 0.00 0 ₹ 0.00 20250710"
1722,,IS 15388:2003 1 MT,104000.0,84000.0,3.0,All,0.0,,0.0,20250710,"1722 IS 15388:2003 1 MT ₹ 1,04,000.00 ₹ 84,000.00 ₹ 3.00 All ₹ 0.00 0 ₹ 0.00 20250710"
1723,,IS 17725:2022 1 MT,56000.0,45000.0,7.5,All,0.0,,0.0,20250710,"1723 IS 17725:2022 1 MT ₹ 56,000.00 ₹ 45,000.00 ₹ 7.50 All ₹ 0.00 0 ₹ 0.00 20250710"
1724,,IS 17786:2020 100 Pieces,74000.0,60000.0,1.25,All,0.0,,0.0,20250710,"1724 IS 17786:2020 100 Pieces ₹ 74,000.00 ₹ 60,000.00 ₹ 1.25 All ₹ 0.00 0 ₹ 0.00 20250710"
1725,,IS 1961 : 1968 1000 Pieces,117000.0,94000.0,6.4,All,0.0,,0.0,20250710,"1725 IS 1961 : 1968 1000 Pieces ₹ 1,17,000.00 ₹ 94,000.00 ₹ 6.40 All ₹ 0.00 0 ₹ 0.00 20250710"
1726,,IS 2083 : 2024 100 Pieces,287000.0,230000.0,12.95,All,0.0,,0.0,20250710,"1726 IS 2083 : 2024 100 Pieces ₹ 2,87,000.00 ₹ 2,30,000.00 ₹ 12.95 All ₹ 0.00 0 ₹ 0.00 20250710"
1727,,IS 3039 : 2024 1 MT,113000.0,91000.0,4.0,All,0.0,,0.0,20250728,"1727 IS 3039 : 2024 1 MT ₹ 1,13,000.00 ₹ 91,000.00 ₹ 4.00 All ₹ 0.00 0 ₹ 0.00 20250728"
1728,,IS 17399: 2020 1 MT,132000.0,106000.0,55.0,All,0.0,,0.0,20250728,"1728 IS 17399: 2020 1 MT ₹ 1,32,000.00 ₹ 1,06,000.00 ₹ 55.00 All ₹ 0.00 0 ₹ 0.00 20250728"
1729,,IS 13450 (Part 2/ Sec 24) : 2019 / IEC 60601-2-24 : 2012 1 Piece,331000.0,265000.0,24.0,All,0.0,,0.0,20250728,"1729 IS 13450 (Part 2/ Sec 24) : 2019 / IEC 60601-2-24 : 2012 1 Piece ₹ 3,31,000.00 ₹ 2,65,000.00 ₹ 24.00 All ₹ 0.00 0 ₹ 0.00 20250728"
1730,IS 18166: 2025 1 Tonne,,162000.0,130000.0,200.0,All,0.0,,0.0,20250728,"1730 IS 18166: 2025 1 Tonne ₹ 1,62,000.00 ₹ 1,30,000.00 ₹ 200.00 All ₹ 0.00 0 ₹ 0.00 20250728"
1731,,IS 8702 : 2015 1 MT,96000.0,77000.0,43.75,All,0.0,,0.0,20250826,"1731 IS 8702 : 2015 1 MT ₹ 96,000.00 ₹ 77,000.00 ₹ 43.75 All ₹ 0.00 0 ₹ 0.00 20250826"
1732,,IS 26 : 2024 1 MT,79000.0,64000.0,19.75,All,0.0,,0.0,20250826,"1732 IS 26 : 2024 1 MT ₹ 79,000.00 ₹ 64,000.00 ₹ 19.75 All ₹ 0.00 0 ₹ 0.00 20250826"
1733,,IS 1388 (Part 1) : 2019 1 Piece,96000.0,77000.0,0.5,All,0.0,,0.0,20250826,"1733 IS 1388 (Part 1) : 2019 1 Piece ₹ 96,000.00 ₹ 77,000.00 ₹ 0.50 All ₹ 0.00 0 ₹ 0.00 20250826"
1734,,IS 6106 : 1971 1 Pc,51000.0,41000.0,0.0,All,0.0,,,20250826,"1734 IS 6106 : 1971 1 Pc ₹ 51,000.00 ₹ 41,000.00 ₹ 103.7 All ₹ 0.00 0 ₹ 0.00 20250826"
1735,,IS 15340: 2019 100 Sqm,62000.0,50000.0,0.5,All,0.0,,0.0,20250929,"1735 IS 15340: 2019 100 Sqm ₹ 62,000.00 ₹ 50,000.00 ₹ 0.50 All ₹ 0.00 0 ₹ 0.00 20250929"
1736,IS 9685 : 2002 1 Tonne,,71000.0,57000.0,184.9,All,0.0,,0.0,20250929,"1736 IS 9685 : 2002 1 Tonne ₹ 71,000.00 ₹ 57,000.00 ₹ 184.90 All ₹ 0.00 0 ₹ 0.00 20250929"
1737,,IS 249 : 2022 1 MT,54000.0,44000.0,11.85,All,0.0,,0.0,20250929,"1737 IS 249 : 2022 1 MT ₹ 54,000.00 ₹ 44,000.00 ₹ 11.85 All ₹ 0.00 0 ₹ 0.00 20250929"
1738,,IS 330 : 2023 1 MT,99000.0,80000.0,23.95,All,0.0,,0.0,20250929,"1738 IS 330 : 2023 1 MT ₹ 99,000.00 ₹ 80,000.00 ₹ 23.95 All ₹ 0.00 0 ₹ 0.00 20250929 [भाग III—खण् ड 4] भारत का रािपत्र : असाधारण 5"
1739,,IS 1540 (Part 2) : 1990 1 MT,68000.0,55000.0,7.6,All,0.0,,0.0,20250929,"1739 IS 1540 (Part 2) : 1990 1 MT ₹ 68,000.00 ₹ 55,000.00 ₹ 7.60 All ₹ 0.00 0 ₹ 0.00 20250929"
1740,,IS 2782 : 2023 1 MT,98000.0,79000.0,136.15,All,0.0,,0.0,20250929,"1740 IS 2782 : 2023 1 MT ₹ 98,000.00 ₹ 79,000.00 ₹ 136.15 All ₹ 0.00 0 ₹ 0.00 20250929"
1741,,IS 18256: 2023 1 MT,246000.0,197000.0,9.5,All,0.0,,0.0,20250929,"1741 IS 18256: 2023 1 MT ₹ 2,46,000.00 ₹ 1,97,000.00 ₹ 9.50 All ₹ 0.00 0 ₹ 0.00 20250929"
1742,,IS 2191 (Part 1) : 2022 1 Sqm,197000.0,158000.0,2.0,All,0.0,,0.0,20250929,"1742 IS 2191 (Part 1) : 2022 1 Sqm ₹ 1,97,000.00 ₹ 1,58,000.00 ₹ 2.00 All ₹ 0.00 0 ₹ 0.00 20250929"
1743,,IS 19315: 2025 1 Piece,118000.0,95000.0,0.7,All,0.0,,0.0,20250929,"1743 IS 19315: 2025 1 Piece ₹ 1,18,000.00 ₹ 95,000.00 ₹ 0.70 All ₹ 0.00 0 ₹ 0.00 20250929"
1744,,IS 8143 : 2023 1 Piece,183000.0,147000.0,3.05,All,0.0,,0.0,20250929,"1744 IS 8143 : 2023 1 Piece ₹ 1,83,000.00 ₹ 1,47,000.00 ₹ 3.05 All ₹ 0.00 0 ₹ 0.00 20250929"
1745,,IS 14569: 1999 100 Pcs,61000.0,49000.0,0.3,All,0.0,,0.0,20250929,"1745 IS 14569: 1999 100 Pcs ₹ 61,000.00 ₹ 49,000.00 ₹ 0.30 All ₹ 0.00 0 ₹ 0.00 20250929"
1746,,IS 13730 (Part 34) : 2000 1 MT,76000.0,61000.0,80.0,All,0.0,,0.0,20250929,"1746 IS 13730 (Part 34) : 2000 1 MT ₹ 76,000.00 ₹ 61,000.00 ₹ 80.00 All ₹ 0.00 0 ₹ 0.00 20250929"
1747,,IS 14810: 2000 1 MT,112000.0,90000.0,85.0,All,0.0,,0.0,20251027,"1747 IS 14810: 2000 1 MT ₹ 1,12,000.00 ₹ 90,000.00 ₹ 85.00 All ₹ 0.00 0 ₹ 0.00 20251027"
1748,,IS 9051 : 2023 1 Piece,159000.0,128000.0,0.6,All,0.0,,0.0,20251027,"1748 IS 9051 : 2023 1 Piece ₹ 1,59,000.00 ₹ 1,28,000.00 ₹ 0.60 All ₹ 0.00 0 ₹ 0.00 20251027"
1749,,IS 2442 : 2023 1 Piece,171000.0,137000.0,0.4,All,0.0,,0.0,20251027,"1749 IS 2442 : 2023 1 Piece ₹ 1,71,000.00 ₹ 1,37,000.00 ₹ 0.40 All ₹ 0.00 0 ₹ 0.00 20251027"
1750,,IS 64 : 2023 1 MT,65000.0,52000.0,3.3,All,0.0,,0.0,20251027,"1750 IS 64 : 2023 1 MT ₹ 65,000.00 ₹ 52,000.00 ₹ 3.30 All ₹ 0.00 0 ₹ 0.00 20251027"
1751,,IS 18735 (Part 1) : 2023 1 Piece,347000.0,278000.0,14.0,All,0.0,,0.0,20251027,"1751 IS 18735 (Part 1) : 2023 1 Piece ₹ 3,47,000.00 ₹ 2,78,000.00 ₹ 14.00 All ₹ 0.00 0 ₹ 0.00 20251027"
1752,,IS 18471: 2025 1 MT,138000.0,111000.0,26.0,All,0.0,,0.0,20251113,"1752 IS 18471: 2025 1 MT ₹ 1,38,000.00 ₹ 1,11,000.00 ₹ 26.00 All ₹ 0.00 0 ₹ 0.00 20251113"
1753,,IS 16301: 2017 100 Pieces,95000.0,76000.0,6.35,All,0.0,,0.0,20251113,"1753 IS 16301: 2017 100 Pieces ₹ 95,000.00 ₹ 76,000.00 ₹ 6.35 All ₹ 0.00 0 ₹ 0.00 20251113"
1754,,IS 17636: 2021 1 Piece,161000.0,129000.0,4.45,All,0.0,,0.0,20251113,"1754 IS 17636: 2021 1 Piece ₹ 1,61,000.00 ₹ 1,29,000.00 ₹ 4.45 All ₹ 0.00 0 ₹ 0.00 20251113"
1755,,IS 13450 (Part 2/ Sec 50) : 2022 / IEC 60601-2-50 : 2020 1 Piece,335000.0,268000.0,36.0,All,0.0,,0.0,20251113,"1755 IS 13450 (Part 2/ Sec 50) : 2022 / IEC 60601-2-50 : 2020 1 Piece ₹ 3,35,000.00 ₹ 2,68,000.00 ₹ 36.00 All ₹ 0.00 0 ₹ 0.00 20251113"
1756,,IS 1573 : 1986 1 MT,119000.0,96000.0,6.45,All,0.0,,0.0,20251211,"1756 IS 1573 : 1986 1 MT ₹ 1,19,000.00 ₹ 96,000.00 ₹ 6.45 All ₹ 0.00 0 ₹ 0.00 20251211"
1757,,IS 14738: 2017 1 MT,159000.0,128000.0,88.35,All,0.0,,0.0,20251211,"1757 IS 14738: 2017 1 MT ₹ 1,59,000.00 ₹ 1,28,000.00 ₹ 88.35 All ₹ 0.00 0 ₹ 0.00 20251211"
1758,,IS 16718: 2021 1 MT,123000.0,99000.0,109.85,All,0.0,,0.0,20251211,"1758 IS 16718: 2021 1 MT ₹ 1,23,000.00 ₹ 99,000.00 ₹ 109.85 All ₹ 0.00 0 ₹ 0.00 20251211"
